id,firstname,lastname,contactType,jobTitle,gender,description,birthday,favoriteEmail,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,companies,lastInteraction,nbInteractions,groups,Industry,Investment Stage,Website
015fa7ea-aab1-4542-ba34-6d70619fadc6,Anne,Osdoit,person,Chief Executive Officer,,,,,,https://www.linkedin.com/in/anne-osdoit-5812807,https://www.linkedin.com/in/anne-osdoit-5812807,,,,,Sofinnova Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Healthcare,BioTech","Seed,Series A,Series B,Growth",https://sofinnovapartners.com/
021dbb78-e9cf-4b0d-9e2a-369b3029414f,Margot,Courcelles,person,Associate,,,,,,https://www.linkedin.com/in/margot-courcelles-a90024140,https://www.linkedin.com/in/margot-courcelles-a90024140,,,,,Citizen Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,Future Of Work,Food Tech","Seed,Growth",https://www.citizencapital.fr/
0227ed88-c7bf-42d1-bfb7-cb3584cce052,Iain,Wilcock,person,Investment Advisor,,,,,,https://www.linkedin.com/in/iainwilcock,https://www.linkedin.com/in/iainwilcock,,,,,Seventure Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,BioTech,Data & Analytics,Healthcare","Seed,Series A,Series B,Growth",http://www.seventure.fr/
023270fb-7bfc-4ce9-bff1-01fe55cbe9c9,Thierry,Laugel,person,Managing Partner,,,,,,https://www.linkedin.com/in/thierry-laugel-414b981,https://www.linkedin.com/in/thierry-laugel-414b981,,,,,KurmaPartners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"BioTech,Healthcare","Seed,Series A,Series B",https://www.kurmapartners.com/en
0353bc5f-6802-490c-b320-c03f9abb3973,Daniel,Sabban,person,Partner,,,,,,https://www.linkedin.com/in/danielcohensabban,https://www.linkedin.com/in/danielcohensabban,,,,,Blackfin Capital Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare","Seed,Series A,Series B,Growth",http://www.blackfincp.com
03bf0d82-700d-4b55-833d-e20b490d8cb9,Philippe,Gire,person,Partner,,,,,,https://www.linkedin.com/in/philippe-gire-634a7063,https://www.linkedin.com/in/philippe-gire-634a7063,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Growth",https://www.elaia.com/
03d81f3d-5f7d-4b82-b5a4-6c41f58e9a1c,Theau,Sanchez,person,Chargé d’affaires,,,,,,https://www.linkedin.com/in/theausanchez,https://www.linkedin.com/in/theausanchez,,,,,Starquest Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Energy,Food Tech,Healthcare,B2B SaaS","Seed,Series A,Series B","http://www.starquest-capital.com
"
047fb2f6-d028-4fd1-86d3-38ca546697c8,Qianwen,Zhao,person,Investment Associate,,,,,,https://www.linkedin.com/in/qianwen-zhao,https://www.linkedin.com/in/qianwen-zhao,,,,,Truffle Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Energy,B2B SaaS,BioTech","Seed,Series A,Series B",https://www.truffle.com/en
051de30e-d55b-4fb0-bc81-634599d64975,Harold,Dumeurger,person,VC,,,,,,https://www.linkedin.com/in/harold-dumeurger-5143b945,https://www.linkedin.com/in/harold-dumeurger-5143b945,,,,,Starquest Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Energy,Food Tech,Healthcare,B2B SaaS","Seed,Series A,Series B","http://www.starquest-capital.com
"
063152ba-ae14-4070-b205-02b19aa13402,Maryline,Kulawik,person,Director,,,,,,https://www.linkedin.com/in/maryline-kulawik-b8869631,https://www.linkedin.com/in/maryline-kulawik-b8869631,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Series B,Growth",https://www.elaia.com/
0881b34d-e431-49da-b564-322fc857c0c0,Alizee,Natali,person,VC associate @Eutopia,,,,,,https://www.linkedin.com/in/alizeenatali,https://www.linkedin.com/in/alizeenatali,,,,,Eutopia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Food Tech,Real Estate","Seed,Series A",https://eutopia.vc/
08a86049-807b-457e-9216-552986bb5d88,Isabelle,Cremoux,person,président du directoire / CEO,,,,,,https://www.linkedin.com/in/isabelle-de-cremoux,https://www.linkedin.com/in/isabelle-de-cremoux,,,,,Seventure Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,BioTech,Data & Analytics,Healthcare","Seed,Series A,Series B,Growth",http://www.seventure.fr/
09f92131-0073-409d-ae00-f92397c3466a,Dimitri,Nitchoun,person,VC Associate,,,,,,https://www.linkedin.com/in/dimitri-nitchoun,https://www.linkedin.com/in/dimitri-nitchoun,,,,,White Star Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,Commerce & Shopping,FinTech,Healthcare,Food Tech,B2B SaaS","Series A,Series B,Growth",http://www.whitestarcapital.com
0ac582a2-881c-4cff-b373-bcf44e7ca13c,Paul-Francois,Cattier,person,Venture Partner,,,,,,https://www.linkedin.com/in/paul-fran%C3%A7ois-cattier-3b7211,https://www.linkedin.com/in/paul-fran%C3%A7ois-cattier-3b7211,,,,,Energy Access Ventures,,0,Les VC Francais - 399 options pour lever des fonds 🤝,Energy,"Seed,Series A",https://e3-cap.com/
0f11055a-3d73-403f-865f-62f52d4af55e,Maxence,Drummond,person,Co-Founder & CEO,,,,,,https://www.linkedin.com/in/maxence-drummond-485057b4,https://www.linkedin.com/in/maxence-drummond-485057b4,,,,,Breega,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Advertising,AgriTech,Apps,IA,FinTech","Seed,Series A,Series B,Growth",https://www.breega.com/
1296cae4-7930-4c24-b6ce-4173aa64cd81,Camille,Munier,person,Partner,,,,,,https://www.linkedin.com/in/camille-lacourt-munier-aa783181,https://www.linkedin.com/in/camille-lacourt-munier-aa783181,,,,,Red River West,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Space Tech","Series B,Series A",https://www.redriverwest.com/
12ad18ff-cc9d-4dc7-b0a4-36454101506f,Jean,Crosetti,person,Co-Founder,,,,,,https://www.linkedin.com/in/jean-crosetti,https://www.linkedin.com/in/jean-crosetti,,,,,Breega,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Advertising,AgriTech,Apps,IA,FinTech","Seed,Series A,Series B,Growth",https://www.breega.com/
133b73d3-7611-409a-b64d-b10402782757,Mark,Menell,person,Partner,,,,,,https://www.linkedin.com/in/menell,https://www.linkedin.com/in/menell,,,,,Partech,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,IA,Commerce & Shopping,Data & Analytics,Energy,FinTech,Healthcare,B2B SaaS","Seed,Series A,Series B,Growth",https://partechpartners.com/
136ab509-347d-4b27-ad10-80ad6f1d32c2,Sacha,B.,person,vc @ring | @escp @tse,,,,,,https://www.linkedin.com/in/sachabrahami,https://www.linkedin.com/in/sachabrahami,,,,,Ring,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series A,Series B",https://www.ringcp.com/
147cc22b-2424-4416-8495-9b41d8a10060,Marc,Ranchon,person,European Project Manager @EuroQuity Bpifrance,,,,,,https://www.linkedin.com/in/marc-ranchon-17a79a181,https://www.linkedin.com/in/marc-ranchon-17a79a181,,,,,Truffle Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Energy,B2B SaaS,BioTech","Seed,Series A,Series B",https://www.truffle.com/en
1500b9ce-d5e9-4de9-9332-cd006d670a4f,Julie,Roze,person,Partner,,,,,,https://www.linkedin.com/in/julieroze,https://www.linkedin.com/in/julieroze,,,,,Aglae Ventures by Groupe Arnault,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,Commerce & Shopping,FinTech","Seed,Series A,Series B,Growth",http://www.aglaeventures.com
1531bbe4-a5e3-4a39-abb8-ce5747734ff7,Marc,Frappier,person,"Member of the Eurazeo Executive Board - Managing Partner, Mid-large buyout",,,,,,https://www.linkedin.com/in/marc-frappier-a748aa,https://www.linkedin.com/in/marc-frappier-a748aa,,,,,Eurazeo,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,FinTech,Real Estate","Series A,Series B",
153b0c36-654e-4523-933b-c00749b79d99,Jacques,Li,person,Scientific and Medical Director,,,,,,https://www.linkedin.com/in/jacques-li-fr,https://www.linkedin.com/in/jacques-li-fr,,,,,Seventure Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,BioTech,Data & Analytics,Healthcare","Seed,Series A,Series B,Growth",http://www.seventure.fr/
16db4ea8-9f84-477f-8aa9-d59a8a19e161,Michele,Foradori,person,Investment Director,,,,,,https://www.linkedin.com/in/micheleforadori,https://www.linkedin.com/in/micheleforadori,,,,,Blackfin Capital Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,Healthcare","Seed,Series A,Series B,Growth","http://www.blackfincp.com
"
182606ff-6c7d-40ed-9f84-0654dffa459a,Nisrine,Barkallah,person,Chief Financial Officer,,,,,,https://www.linkedin.com/in/nisrine-barkallah-889516b3,https://www.linkedin.com/in/nisrine-barkallah-889516b3,,,,,blisce,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"MarTech,Apps",,https://blisce.com/
1876c4bd-48bf-4919-bff3-8b31d27dea30,Nicolas,Loiray,person,Partner & COO,,,,,,https://www.linkedin.com/in/nicolas-de-loiray-0339945,https://www.linkedin.com/in/nicolas-de-loiray-0339945,,,,,Eurazeo,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,FinTech,Real Estate","Series A,Series B",
1905b067-bfd5-4f09-870a-9deba583b2bc,Arthur,Marcel,person,Impact Analyst | ICBS Student Investment Fund,,,,,,https://www.linkedin.com/in/arthurwmarcel,https://www.linkedin.com/in/arthurwmarcel,,,,,Ring,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series A,Series B",https://www.ringcp.com/
1a3d25f2-46dd-433c-84a4-a2667e923c5e,Alexis,Frentz,person,Investment Director,,,,,,https://www.linkedin.com/in/alexisfrentz,https://www.linkedin.com/in/alexisfrentz,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Series B,Growth",https://www.elaia.com/
1af4e195-57f9-4a71-b80e-c65aeda784c5,Alexandre,Kovarsky,person,Private Equity Associate,,,,,,https://www.linkedin.com/in/alexandrekovarsky,https://www.linkedin.com/in/alexandrekovarsky,,,,,Advent International,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Healthcare,Retail Tech","Series A,Series B,Growth",https://www.adventinternational.com/
1b4f299e-4084-4a34-9b5b-c8244128a257,Antoine,Papiernik,person,Chairman & Managing Partner,,,,,,https://www.linkedin.com/in/antoine-papiernik-06075610,https://www.linkedin.com/in/antoine-papiernik-06075610,,,,,Sofinnova Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Healthcare,BioTech","Seed,Series A,Series B,Growth",https://sofinnovapartners.com/
1c4a2042-cd33-4152-a886-3d292d0f3149,Axel,Lagnieux-Tardy,person,Analyst MO,,,,,,https://www.linkedin.com/in/axel-lagnieux-tardy-47a565106,https://www.linkedin.com/in/axel-lagnieux-tardy-47a565106,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,IA,BioTech,EdTech,Healthcare,B2B SaaS","Seed,Series A,Series B,Growth",https://www.elaia.com/
1c7ae643-67a0-43da-b72f-018b7e75cee6,Claire,Houry,person,General Partner,,,,,,https://www.linkedin.com/in/clairehoury,https://www.linkedin.com/in/clairehoury,,,,,Ventech,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Advertising,FinTech","Seed,Series A",https://www.ventechvc.com/
1c96a731-6660-414d-9312-8f47f9c42c76,Antoine,Ribereau-Gayon,person,Director,,,,,,https://www.linkedin.com/in/antoine-ribereau-gayon-221b4040,https://www.linkedin.com/in/antoine-ribereau-gayon-221b4040,,,,,Advent International,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Healthcare,Retail Tech","Series A,Series B,Growth",https://www.adventinternational.com/
1d12a802-f9e2-4ab7-95b1-fce47bedaf4c,Thibault,Magnen,person,Investment Associate,,,,,,https://www.linkedin.com/in/thibaultmagnen,https://www.linkedin.com/in/thibaultmagnen,,,,,Founders Future,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Healthcare,Future Of Work,FinTech,Food Tech",Seed,https://foundersfuture.com/
1df2e21f-7c0a-491a-8a8d-37a5c6140d15,Elena,Gondel,person,VC Analyst,,,,,,https://www.linkedin.com/in/elena-gondel,https://www.linkedin.com/in/elena-gondel,,,,,Ring,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series A,Series B",https://www.ringcp.com/
1df643e2-769b-4fa6-a602-221b996fc918,Luc,Jodet,person,Partner,,,,,,https://www.linkedin.com/in/lucjodet,https://www.linkedin.com/in/lucjodet,,,,,XAnge,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series B,Series A","http://www.xange.fr
"
1e9ad7a6-f8bc-4606-8453-700deda53edd,Guillaume,Meulle,person,Managing Partner,,,,,,https://www.linkedin.com/in/guillaumemeulle,https://www.linkedin.com/in/guillaumemeulle,,,,,XAnge,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series B,Series A","http://www.xange.fr
"
1f07b7c2-7edb-4474-97da-34f362c381af,Sebastien,Boucraut,person,Chief Scaling Officer,,,,,,https://www.linkedin.com/in/sebastien-boucraut-78504314,https://www.linkedin.com/in/sebastien-boucraut-78504314,,,,,Breega,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Advertising,AgriTech,Apps,IA,FinTech","Seed,Series A,Series B,Growth",https://www.breega.com/
1fddc555-45f0-46be-9727-68aca94839f7,Geoffroy,Rochebouet,person,Product Owner,,,,,,https://www.linkedin.com/in/geoffroyderochebou%C3%ABt,https://www.linkedin.com/in/geoffroyderochebou%C3%ABt,,,,,Pléiade Venture,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Energy,Retail Tech","Seed,Series A",https://pleiadeventure.com/
211995df-e505-4430-bc91-bec5267f120e,Renaud,Haberkorn,person,Managing Partner Eurazeo & Chief Investment Officer Eurazeo Real Assets,,,,,,https://www.linkedin.com/in/renaud-haberkorn-281619,https://www.linkedin.com/in/renaud-haberkorn-281619,,,,,Eurazeo,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,FinTech,Real Estate","Series A,Series B",
21b7d55a-066d-4d29-9fc5-949577668f60,Anne-Claire,Colomb-Valadares,person,Partner & COO,,,,,,https://www.linkedin.com/in/acolomb,https://www.linkedin.com/in/acolomb,,,,,blisce,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"MarTech,Apps",,https://blisce.com/
21e2fe5d-8438-4ec5-b14f-e6b238ff3e07,Tanguy,Giblas,person,Escp Business School,,,,,,https://www.linkedin.com/in/tanguy-giblas,https://www.linkedin.com/in/tanguy-giblas,,,,,Eurazeo,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,FinTech,Real Estate","Series A,Series B",
22f48d8e-bedb-42a6-8e85-59ab2698080d,Edward,Kliphuis,person,Partner,,,,,,https://www.linkedin.com/in/edward-kliphuis,https://www.linkedin.com/in/edward-kliphuis,,,,,Sofinnova Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,Healthcare,BioTech","Seed,Series A,Series B,Growth",https://sofinnovapartners.com/
237c7575-9b58-44e9-86c9-ac8e94067445,Saish,Rane,person,Fellow,,,,,,https://www.linkedin.com/in/saishrane,https://www.linkedin.com/in/saishrane,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Series B,Growth",https://www.elaia.com/
2465350b-7f36-45da-90bb-90868103310b,Geraldine,Fillet,person,Impact VC,,,,,,https://www.linkedin.com/in/geraldinefillet,https://www.linkedin.com/in/geraldinefillet,,,,,Ring,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series A,Series B",https://www.ringcp.com/
25b16a8c-1fd5-40fd-a915-9cc714686569,Karim,Tadjeddine,person,Co-Founder and Senior Advisor,,,,,,https://www.linkedin.com/in/karimtadjeddine,https://www.linkedin.com/in/karimtadjeddine,,,,,Partech,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Apps,IA,Commerce & Shopping,Data & Analytics,Energy,FinTech,Healthcare,B2B SaaS","Seed,Series A,Series B,Growth",https://partechpartners.com/
25ccfe4a-9853-45c6-80e2-cdd3b5a3bf89,Laurence,Mehaignerie,person,"Co-founder & Partner, Citizen Capital",,,,,,https://www.linkedin.com/in/laurence-mehaignerie-4959394,https://www.linkedin.com/in/laurence-mehaignerie-4959394,,,,,Citizen Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,Future Of Work,Food Tech","Seed,Growth",https://www.citizencapital.fr/
26d51c77-72ff-403c-838f-d1e5a26c6572,Xavier,Lazarus,person,Partner,,,,,,https://www.linkedin.com/in/xavier-lazarus-63747,https://www.linkedin.com/in/xavier-lazarus-63747,,,,,Elaia,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"B2B SaaS,BioTech,EdTech,Healthcare,IA","Seed,Series A,Series B,Growth",https://www.elaia.com/
289b4b1d-2252-4536-ad52-43fa2b8880bf,Guilhem,Vregille,person,Partner,,,,,,https://www.linkedin.com/in/guilhem-de-vregille-aa088621,https://www.linkedin.com/in/guilhem-de-vregille-aa088621,,,,,XAnge,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series B,Series A","http://www.xange.fr
"
29b4e9a2-edc0-4fc7-bf19-4e3f6c91ed12,Leo,Cohen,person,CEO,,,,,,https://www.linkedin.com/in/l%C3%A9o-cohen-910746139,https://www.linkedin.com/in/l%C3%A9o-cohen-910746139,,,,,Educapital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,EdTech,"Seed,Series A",https://www.educapital.fr/
29f087a8-1fca-4c7b-af1d-99a73cc77ede,Benedicte,Brouard,person,Partner Europe,,,,,,https://www.linkedin.com/in/b%C3%A9n%C3%A9dicte-brouard-81003210,https://www.linkedin.com/in/b%C3%A9n%C3%A9dicte-brouard-81003210,,,,,Ring,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Commerce & Shopping,B2B SaaS","Seed,Series A,Series B",https://www.ringcp.com/
2a181200-314b-4209-85a6-077e9dc02f5d,Claire,Corot,person,Senior Partner,,,,,,https://www.linkedin.com/in/claire-corot-433b411,https://www.linkedin.com/in/claire-corot-433b411,,,,,Truffle Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Energy,B2B SaaS,BioTech","Seed,Series A,Series B",https://www.truffle.com/en
2aa69271-bff2-4ba6-9e0d-c2d1476480c7,Guilhem,Stoll,person,VC Analyst - Blue Forward Fund,,,,,,https://www.linkedin.com/in/guilhem-stoll,https://www.linkedin.com/in/guilhem-stoll,,,,,Seventure Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,BioTech,Data & Analytics,Healthcare","Seed,Series A,Series B,Growth",http://www.seventure.fr/
2b58d614-6851-4ee6-ae55-3701440a8cc8,Alienor,Gangloff-Fournier,person,VC @Racine² - Serena x makesense,,,,,,https://www.linkedin.com/in/alienor-gangloff-fournier-9b8575159,https://www.linkedin.com/in/alienor-gangloff-fournier-9b8575159,,,,,Serena,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"IA,FinTech,B2B SaaS,Healthcare","Seed,Series A",https://www.serena.vc/
2d1e2666-969e-4bfa-86df-b7f96ab2994e,Jonathan,Piquet,person,Partner,,,,,,https://www.linkedin.com/in/jonathanpiquet,https://www.linkedin.com/in/jonathanpiquet,,,,,Citizen Capital,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,Future Of Work,Food Tech","Seed,Growth",https://www.citizencapital.fr/
2dac40fc-cdb8-4283-8399-55622469c935,Annegret,Baey-Diepolder,person,Venture Partner,,,,,,https://www.linkedin.com/in/annegret-de-baey-diepolder-19947918,https://www.linkedin.com/in/annegret-de-baey-diepolder-19947918,,,,,Seventure Partners,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"AgriTech,BioTech,Data & Analytics,Healthcare","Seed,Series B,Series A,Growth",http://www.seventure.fr/
2e634290-39fa-4d92-a1e5-f9c31eaff41e,Victor,Drault,person,Partner,,,,,,https://www.linkedin.com/in/victor-drault-4b002012,https://www.linkedin.com/in/victor-drault-4b002012,,,,,Breega,,0,Les VC Francais - 399 options pour lever des fonds 🤝,"Advertising,AgriTech,Apps,IA,FinTech","Seed,Series A,Series B,Growth",https://www.breega.com/
